Date,High,Low,avg
2016-05-09,10.196582633288685,9.430434910570966,9.813508771929826
2016-05-10,9.97028526528957,9.527275710320188,9.74878048780488
2016-05-11,10.322287934791412,9.771589616228997,10.046938775510204
2016-05-12,10.953160306893412,10.194696835963736,10.573928571428574
2016-05-13,11.140420245246217,10.437165961650335,10.788793103448276
2016-05-14,10.507037987634014,10.180502995972539,10.343770491803276
2016-05-15,10.612388029340984,10.161796367822141,10.387092198581563
2016-05-16,11.086663377973759,10.339402195796735,10.713032786885247
2016-05-17,12.526555349330396,11.752733990771128,12.139644670050762
2016-05-18,13.701342879817627,12.996261910601536,13.348802395209582
2016-05-19,14.321004309631117,13.873916072534488,14.097460191082803
2016-05-20,14.43693688575169,13.555482469087023,13.996209677419357
2016-05-21,13.939447432216195,13.469037416268655,13.704242424242425
2016-05-22,14.305830519934366,13.918784864681017,14.112307692307692
2016-05-23,13.990444311255896,13.561014022077444,13.77572916666667
2016-05-24,13.188748380851566,12.412055639248935,12.80040201005025
2016-05-25,12.69332551133942,12.23870700898578,12.4660162601626
2016-05-26,12.596439518004868,12.114172726893095,12.355306122448981
2016-05-27,11.386882788756811,10.732680530020485,11.059781659388648
2016-05-28,12.069351660552018,11.19556262516227,11.632457142857143
2016-05-29,12.524125613697239,12.393317685271837,12.458721649484538
2016-05-30,12.599741344568844,12.477861133982156,12.5388012392755
2016-05-31,14.223132993809388,12.920324706841368,13.571728850325378
2016-06-01,14.139226308090823,13.766424098413243,13.952825203252033
2016-06-02,13.921727593610065,13.827428821152676,13.87457820738137
2016-06-03,14.055475123551052,13.65840385734067,13.85693949044586
2016-06-04,13.790133509668163,13.70735460981588,13.748744059742021
2016-06-05,13.75284545494837,13.684028494631468,13.718436974789919
2016-06-06,14.010122459020142,13.949614556101483,13.979868507560813
2016-06-07,14.704153031141926,14.296930001349049,14.500541516245487
2016-06-08,14.592506947637363,14.533010293741947,14.562758620689655
2016-06-09,14.511809325250658,14.41457956363823,14.463194444444444
2016-06-10,14.140540021310638,13.88469807392746,14.012619047619049
2016-06-11,14.295738952520267,14.086188583711614,14.19096376811594
2016-06-12,15.153605531908795,14.36204608648984,14.757825809199318
2016-06-13,17.341517186714057,16.050667599670106,16.69609239319208
2016-06-14,18.73367386431749,18.076853261500133,18.40526356290881
2016-06-15,18.54248783774345,18.22477929081697,18.38363356428021
2016-06-16,20.653191916976876,18.85977476047378,19.756483338725328
2016-06-17,17.677319912781044,15.303610319777095,16.49046511627907
2016-06-18,12.978965790569426,10.923946633055827,11.951456211812626
2016-06-19,12.947213134795081,12.268002080420143,12.607607607607612
2016-06-20,11.843312284175875,11.207776824735015,11.525544554455445
2016-06-21,13.877623028266964,12.150366527868805,13.013994778067884
2016-06-22,14.589335864512023,13.14953128275883,13.869433573635426
2016-06-23,13.733230003144616,12.949893119978512,13.341561561561564
2016-06-24,14.363975208411938,14.00779656335983,14.185885885885885
2016-06-25,14.502744821089278,14.332021534050918,14.417383177570098
2016-06-26,14.177916539308276,13.910938422523786,14.044427480916031
2016-06-27,14.612816593266787,13.755832055381857,14.184324324324322
2016-06-28,12.97482182229651,11.808458810114557,12.391640316205534
2016-06-29,12.90592875596181,12.162187186067179,12.534057971014494
2016-06-30,12.574995448754342,12.32274040030226,12.448867924528301
2016-07-01,12.105996328180868,11.906664222277847,12.006330275229358
2016-07-02,12.086579869978006,12.010478953551402,12.048529411764704
2016-07-03,12.008744485102852,11.794544105501174,11.901644295302013
2016-07-04,11.579948646055048,11.451010258054541,11.515479452054795
2016-07-05,11.110608293195332,10.10110935386349,10.605858823529411
2016-07-06,11.138582848391009,10.56196062986986,10.850271739130434
2016-07-07,10.225544266941831,9.996646744294125,10.111095505617978
2016-07-08,11.430879461231672,10.67590952959402,11.053394495412846
2016-07-09,11.658143370642092,10.856369903694185,11.257256637168139
2016-07-10,11.17576156636549,11.008238433634515,11.092000000000002
2016-07-11,10.981870095509898,10.57065022969336,10.776260162601629
2016-07-12,10.893981592242023,10.633439791405783,10.763710691823903
2016-07-13,11.00141761225304,10.645303699222367,10.823360655737703
2016-07-14,11.651005825719167,11.058936370812628,11.354971098265898
2016-07-15,12.476069804615268,12.013868083583493,12.24496894409938
2016-07-16,11.967407207479175,10.833392792520824,11.4004
2016-07-17,11.741314339814375,11.329967711467669,11.535641025641022
2016-07-18,11.563260482045976,11.137038025416711,11.350149253731344
2016-07-19,12.261578912164941,11.426546087835062,11.844062500000001
2016-07-20,13.723257330678033,12.34144855167491,13.032352941176471
2016-07-21,13.10675634459331,12.491927865933006,12.799342105263158
2016-07-22,14.975994166384117,13.80874721292623,14.392370689655174
2016-07-23,14.760422989271387,14.267931441108356,14.514177215189871
2016-07-24,14.024190204539893,12.583472133122443,13.303831168831168
2016-07-25,13.727103757582366,13.291357780879174,13.50923076923077
2016-07-26,13.063908027301823,12.069131188384448,12.566519607843135
2016-07-27,13.225696897033822,12.721995410658485,12.973846153846154
2016-07-28,13.123404719887665,12.77844143395849,12.950923076923077
2016-07-29,12.996058874444739,12.783941125555263,12.89
2016-07-30,12.843925817203232,12.555666019531461,12.699795918367347
2016-07-31,12.296976023183717,11.8624085922009,12.079692307692309
